A_no_ja	Afterlife Insurance		off	不明	unknown	1
A_no_ja	Afterlife Insurance		on	日本語版なし	correct	3
A_no_ja	Ezio, Blade of Vengeance		off	復讐の刃、エツィオ	wrong	3
A_no_ja	Ezio, Blade of Vengeance		on	日本語版なし	correct	3
A_no_ja	Underground Sea		off	アンダーグラウンド・シー	wrong	1
A_no_ja	Underground Sea		on	日本語版なし	correct	3
A_no_ja	Shadow the Hedgehog		off	日本語版なし	correct	1
A_no_ja	Shadow the Hedgehog		on	日本語版なし	correct	3
A_no_ja	Clown Car		off	クラウンカー	wrong	1
A_no_ja	Clown Car		on	日本語版なし	correct	3
A_no_ja	Nazgûl Battle-Mace		off	日本語版なし	correct	17
A_no_ja	Nazgûl Battle-Mace		on	日本語版なし	correct	3
A_no_ja	Greymond, Avacyn's Stalwart		off	日本語版なし	correct	4
A_no_ja	Greymond, Avacyn's Stalwart		on	日本語版なし	correct	3
A_no_ja	Achilles Davenport		off	アキレス・ダベンポート	wrong	6
A_no_ja	Achilles Davenport		on	日本語版なし	correct	3
A_no_ja	Aragorn, Hornburg Hero		off	日本語版なし	correct	11
A_no_ja	Aragorn, Hornburg Hero		on	日本語版なし	correct	3
A_no_ja	Rooftop Bypass		off	不明	unknown	1
A_no_ja	Rooftop Bypass		on	日本語版なし	correct	3
B_hob	Large Bear	大きな熊	off	大きな熊	correct	1
B_hob	Large Bear	大きな熊	on	大きな熊	correct	3
B_hob	Dáin, Lord of the Iron Hills	くろがね連山の統治者、ダーイン	off	不明	unknown	1
B_hob	Dáin, Lord of the Iron Hills	くろがね連山の統治者、ダーイン	on	くろがね連山の統治者、ダーイン	correct	3
B_hob	Elven Raft-Steerer	エルフのいかだの舵取り	off	不明	unknown	1
B_hob	Elven Raft-Steerer	エルフのいかだの舵取り	on	エルフのいかだの舵取り	correct	3
B_hob	Dwarven Mauler	ドワーフの打ち壊し屋	off	ドワーフの殴打者	wrong	1
B_hob	Dwarven Mauler	ドワーフの打ち壊し屋	on	ドワーフの打ち壊し屋	correct	3
B_hob	Goblin Plate Mail	ゴブリンの板金鎧	off	日本語版なし	noja_wrong	1
B_hob	Goblin Plate Mail	ゴブリンの板金鎧	on	ゴブリンの板金鎧	correct	3
B_hob	Wilderland Scrounger	荒れ地の国のたかり屋	off	不明	unknown	1
B_hob	Wilderland Scrounger	荒れ地の国のたかり屋	on	荒れ地の国のたかり屋	correct	3
B_hob	Old Fat Spider	でぶの年寄りクモ	off	不明	unknown	1
B_hob	Old Fat Spider	でぶの年寄りクモ	on	でぶの年寄りクモ	correct	3
B_hob	The Queen of Dale	谷間の国の王妃	off	谷間の国の王妃	correct	7
B_hob	The Queen of Dale	谷間の国の王妃	on	谷間の国の王妃	correct	3
B_hob	Warg Tactics	魔狼の戦術	off	魔狼の戦術	correct	3
B_hob	Warg Tactics	魔狼の戦術	on	魔狼の戦術	correct	3
B_hob	Quarrel	押し問答	off	押し問答	correct	17
B_hob	Quarrel	押し問答	on	押し問答	correct	3
C_multi	Thousand Moons Smithy // Barracks of the Thousand	千の月の鍛冶場 // 千の兵舎	off	千の月の鍛冶場 // 千の兵舎	correct	7
C_multi	Thousand Moons Smithy // Barracks of the Thousand	千の月の鍛冶場 // 千の兵舎	on	千の月の鍛冶場 // 千の兵舎	correct	3
C_multi	Razorgrass Ambush // Razorgrass Field	剃刀草の待ち伏せ // 剃刀草の原野	off	剃刀草の待ち伏せ // 剃刀草の原野	correct	3
C_multi	Razorgrass Ambush // Razorgrass Field	剃刀草の待ち伏せ // 剃刀草の原野	on	剃刀草の待ち伏せ // 剃刀草の原野	correct	3
C_multi	Jwari Disruption // Jwari Ruins	ジュワー島の撹乱 // ジュワー島の遺跡	off	ジワリの妨害 // ジワリの遺跡	wrong	1
C_multi	Jwari Disruption // Jwari Ruins	ジュワー島の撹乱 // ジュワー島の遺跡	on	ジュワー島の撹乱 // ジュワー島の遺跡	correct	3
C_multi	Wandering Archaic // Explore the Vastlands	さまようアルカイック // 大界の探検	off	放浪の太古龍 // 果てなき地を探索	wrong	1
C_multi	Wandering Archaic // Explore the Vastlands	さまようアルカイック // 大界の探検	on	さまようアルカイック // 大界の探検	correct	3
C_multi	Riverglide Pathway // Lavaglide Pathway	河川滑りの小道 // 溶岩滑りの小道	off	不明	unknown	1
C_multi	Riverglide Pathway // Lavaglide Pathway	河川滑りの小道 // 溶岩滑りの小道	on	河川滑りの小道 // 溶岩滑りの小道	correct	3
C_multi	Waterlogged Teachings // Inundated Archive	水浸しの教え // 冠水した書庫	off	不明	unknown	1
C_multi	Waterlogged Teachings // Inundated Archive	水浸しの教え // 冠水した書庫	on	水浸しの教え // 冠水した書庫	correct	3
C_multi	Shatterskull Smashing // Shatterskull, the Hammer Pass	髑髏砕きの一撃 // 鎚の山道、髑髏砕き	off	岩頭のシャタースカル//打槌岩、シャタースカル	wrong	1
C_multi	Shatterskull Smashing // Shatterskull, the Hammer Pass	髑髏砕きの一撃 // 鎚の山道、髑髏砕き	on	髑髏砕きの一撃 // 鎚の山道、髑髏砕き	correct	3
C_multi	Etali, Primal Conqueror // Etali, Primal Sickness	原初の征服者、エターリ // 原初の病、エターリ	off	太古の征服者、エターリ // 太古の病魔、エターリ	wrong	1
C_multi	Etali, Primal Conqueror // Etali, Primal Sickness	原初の征服者、エターリ // 原初の病、エターリ	on	原初の征服者、エターリ // 原初の病、エターリ	correct	3
D_famous	Skullclamp	頭蓋骨絞め	off	スカルクランプ	wrong	1
D_famous	Skullclamp	頭蓋骨絞め	on	頭蓋骨絞め	correct	3
D_famous	Steam Vents	蒸気孔	off	蒸気孔	correct	1
D_famous	Steam Vents	蒸気孔	on	蒸気孔	correct	3
D_famous	Garruk's Uprising	ガラクの蜂起	off	ガラクの隆盛	wrong	1
D_famous	Garruk's Uprising	ガラクの蜂起	on	ガラクの蜂起	correct	3
D_famous	Propaganda	プロパガンダ	off	プロパガンダ	correct	1
D_famous	Propaganda	プロパガンダ	on	プロパガンダ	correct	3
D_famous	Deadly Rollick	致命的なはしゃぎ回り	off	命取りの心変わり	wrong	1
D_famous	Deadly Rollick	致命的なはしゃぎ回り	on	致命的なはしゃぎ回り	correct	3
D_famous	Nature's Lore	自然の知識	off	自然の知識	correct	1
D_famous	Nature's Lore	自然の知識	on	自然の知識	correct	3
E_nonliteral	Cori-Steel Cutter	コーリ鋼の短刀	off	不明	unknown	1
E_nonliteral	Cori-Steel Cutter	コーリ鋼の短刀	on	コーリ鋼の短刀	correct	3
E_nonliteral	Fable of the Mirror-Breaker // Reflection of Kiki-Jiki	鏡割りの寓話 // キキジキの鏡像	off	鏡割りの寓話 // キキジキの反映	wrong	1
E_nonliteral	Fable of the Mirror-Breaker // Reflection of Kiki-Jiki	鏡割りの寓話 // キキジキの鏡像	on	鏡割りの寓話 // キキジキの鏡像	correct	3
E_nonliteral	Psychic Frog	超能力蛙	off	サイキック・フロッグ	wrong	1
E_nonliteral	Psychic Frog	超能力蛙	on	超能力蛙	correct	3
E_nonliteral	Up the Beanstalk	豆の木をのぼれ	off	豆の木をのぼれ	correct	5
E_nonliteral	Up the Beanstalk	豆の木をのぼれ	on	豆の木をのぼれ	correct	3
E_nonliteral	Ocelot Pride	オセロットの群れ	off	オセロットの矜持	wrong	1
E_nonliteral	Ocelot Pride	オセロットの群れ	on	オセロットの群れ	correct	3
E_nonliteral	Orcish Bowmasters	オークの弓使い	off	オークの弓使い	correct	1
E_nonliteral	Orcish Bowmasters	オークの弓使い	on	オークの弓使い	correct	3
E_nonliteral	Sheoldred, the Apocalypse	黙示録、シェオルドレッド	off	シェオルドレッド、大災厄	wrong	1
E_nonliteral	Sheoldred, the Apocalypse	黙示録、シェオルドレッド	on	黙示録、シェオルドレッド	correct	3
E_nonliteral	Phlage, Titan of Fire's Fury	火の怒りのタイタン、フレージ	off	火の怒りのタイタン、フレージ	correct	3
E_nonliteral	Phlage, Titan of Fire's Fury	火の怒りのタイタン、フレージ	on	火の怒りのタイタン、フレージ	correct	3
