opus	medium	901	True	3	3				17	84
opus	medium	902	True	10	10				9	37
opus	medium	903	True	35	35				6	42
opus	medium	904	True	53	53				9	72
opus	medium	905	True	24	24				6	41
opus	medium	906	True	28	28				6	53
opus	medium	907	True	3	3				7	27
opus	medium	908	True	23	23				14	82
opus	medium	909	True	13	13				9	35
opus	medium	910	True	35	35				10	50
opus	medium	911	True	39	39				8	59
opus	medium	912	True	25	25				6	35
opus	medium	913	True	24	24				6	33
opus	medium	914	True	11	11				16	88
opus	medium	915	True	33	33				15	82
opus	medium	916	True	6	6				8	36
opus	medium	917	True	37	37				13	66
opus	medium	918	True	37	37				9	58
opus	medium	919	True	23	23				6	39
opus	medium	920	True	29	29				6	47
opus	medium	921	True	1	1				16	57
opus	medium	922	True	19	19				17	99
opus	medium	923	True	9	9				9	33
opus	medium	924	True	17	17				6	32
opus	medium	925	True	34	34				10	59
opus	medium	926	True	30	30				6	40
opus	medium	927	True	24	24				6	30
opus	medium	928	True	2	2				8	42
opus	medium	929	True	18	18				13	59
opus	medium	930	True	10	10				8	35
opus	medium	931	True	27	27				11	58
opus	medium	932	True	36	36				12	76
opus	medium	933	True	27	27				8	59
opus	medium	934	True	31	31				8	51
opus	medium	935	True	9	9				16	65
opus	medium	936	True	1	1				18	80
opus	medium	937	True	6	6				8	28
opus	medium	938	True	31	31				11	64
opus	medium	939	True	40	40				9	63
opus	medium	940	True	21	21				6	30
opus	medium	941	True	21	21				6	30
opus	medium	942	True	1	1				10	32
opus	medium	943	True	27	27				19	83
opus	medium	944	True	11	11				7	30
opus	medium	945	True	27	27				11	53
opus	medium	946	True	22	22				8	43
opus	medium	947	True	28	28				11	61
opus	medium	948	True	33	33				6	35
opus	medium	949	True	5	5				7	34
opus	medium	950	True	21	21				15	70
opus	medium	951	True	8	8				10	35
opus	medium	952	True	25	25				14	76
opus	medium	953	True	28	28				11	76
opus	medium	954	True	41	41				14	87
opus	medium	955	True	31	31				7	47
opus	medium	956	True	6	6				14	74
opus	medium	957	True	19	19				13	85
opus	medium	958	True	10	10				9	36
opus	medium	959	True	26	26				12	85
opus	medium	960	True	32	32				9	51
opus	medium	961	True	47	47				14	130
opus	medium	962	True	27	27				6	34
opus	medium	963	True	1	1				15	72
opus	medium	964	True	21	21				13	65
opus	medium	965	True	9	9				8	27
opus	medium	966	True	24	24				7	35
opus	medium	967	True	40	40				8	61
opus	medium	968	True	35	35				10	60
opus	medium	969	True	23	23				5	26
opus	medium	970	True	7	7				15	59
opus	medium	971	True	25	25				18	84
opus	medium	972	True	15	15				10	35
opus	medium	973	True	42	42				11	64
opus	medium	974	True	38	38				11	79
opus	medium	975	True	33	33				13	70
opus	medium	976	True	31	31				7	52
opus	medium	977	True	1	1				5	21
opus	medium	978	True	27	27				16	93
opus	medium	979	True	9	9				9	33
opus	medium	980	True	34	34				13	75
opus	medium	981	True	26	26				10	60
opus	medium	982	True	23	23				11	51
opus	medium	983	True	29	29				6	39
opus	medium	984	True	10	10				13	56
opus	medium	985	True	15	15				12	63
opus	medium	986	True	8	8				8	26
opus	medium	987	True	30	30				11	53
opus	medium	988	True	30	30				11	67
opus	medium	989	True	30	30				6	38
opus	medium	990	True	28	28				5	33
opus	medium	991	True	6	6				15	55
opus	medium	992	True	27	27				12	54
opus	medium	993	True	10	10				9	36
opus	medium	994	True	22	22				11	53
opus	medium	995	True	39	39				9	67
opus	medium	996	True	29	29				7	37
opus	medium	997	True	21	21				6	34
opus	medium	998	True	13	13				18	73
opus	medium	999	True	19	19				10	46
opus	medium	1000	True	10	10				7	32
