opus	high	801	True	33	33				7	52
opus	high	802	True	18	18				17	96
opus	high	803	True	21	21				17	125
opus	high	804	True	13	13				8	43
opus	high	805	True	37	37				16	91
opus	high	806	True	25	25				17	122
opus	high	807	True	32	32				15	79
opus	high	808	True	40	40				6	63
opus	high	809	True	10	10				16	70
opus	high	810	True	10	10				16	67
opus	high	811	True	14	14				7	39
opus	high	812	True	39	39				10	60
opus	high	813	False	37	37		Delirium		14	108
opus	high	814	True	34	34				15	95
opus	high	815	True	32	32				7	48
opus	high	816	True	24	24				17	97
opus	high	817	True	25	25				22	116
opus	high	818	True	13	13				8	34
opus	high	819	True	44	44				14	95
opus	high	820	True	42	42				12	80
opus	high	821	True	40	40				14	94
opus	high	822	True	33	33				11	60
opus	high	823	True	15	15				24	103
opus	high	824	True	18	18				31	152
opus	high	825	False	12	12		Ancient Tomb|City of Brass|Forest|Misty Rainforest|Polluted Delta|Verdant Catacombs		2	30
opus	high	826	True	32	32				18	103
opus	high	827	False	20	20		Basking Rootwalla|Bloodghast|Bloodstained Mire|Chain of Vapor|Deathrite Shaman|Elvish Spirit Guide|Force of Vigor|Force of Will|Gemstone Caverns|Hollow One|Ingot Chewer|Leyline of the Void|Mishra's Bauble|Ravenous Trap|Serum Powder|Simian Spirit Guide|Squee, Goblin Nabob|Squee, the Immortal|Street Wraith|Vengevine|Wasteland|Wooded Foothills		5	80
opus	high	828	True	28	28				18	117
opus	high	829	True	30	30				6	35
opus	high	830	False	0	0		Gempalm Incinerator|Goblin Lackey|Goblin Matron|Goblin Piledriver|Goblin Recruiter|Goblin Ringleader|Goblin Warchief|Siege-Gang Commander|Sparksmith	ゴブリンの女看守	1	34
opus	high	831	False	21	18	…|…			4	89
opus	high	832	False	5	4	噴出の稲妻窖			5	92
opus	high	833	True	43	43				14	85
opus	high	834	True	45	45				11	77
opus	high	835	True	52	52				14	144
opus	high	836	True	34	34				13	167
opus	high	837	True	2	2				12	49
opus	high	838	True	31	31				21	113
opus	high	839	True	14	14				10	57
opus	high	840	True	29	29				9	59
opus	high	841	True	34	34				11	93
opus	high	842	True	19	19				14	68
opus	high	843	True	33	33				9	61
opus	high	844	True	10	10				16	93
opus	high	845	True	22	22				20	116
opus	high	846	True	10	10				8	38
opus	high	847	True	44	44				10	69
opus	high	848	True	26	26				20	151
opus	high	849	True	32	32				23	108
opus	high	850	True	34	34				21	118
opus	high	851	True	10	10				18	80
opus	high	852	True	25	25				18	148
opus	high	853	True	11	11				8	41
opus	high	854	True	46	46				11	79
opus	high	855	True	34	34				9	73
opus	high	856	True	33	33				18	151
opus	high	857	True	28	28				6	45
opus	high	858	True	9	9				19	98
opus	high	859	True	31	31				37	180
opus	high	860	True	14	14				24	72
opus	high	861	True	32	32				32	138
opus	high	862	True	41	41				12	81
opus	high	863	True	46	46				18	124
opus	high	864	True	29	29				6	42
opus	high	865	True	8	8				21	107
opus	high	866	True	27	27				20	93
opus	high	867	True	14	14				10	52
opus	high	868	True	29	29				13	77
opus	high	869	True	51	51				12	85
opus	high	870	True	40	40				13	96
opus	high	871	True	34	34				13	102
opus	high	872	True	21	21				18	106
opus	high	873	True	23	23				20	119
opus	high	874	True	12	12				13	73
opus	high	875	True	33	33				14	74
opus	high	876	True	37	37				12	83
opus	high	877	True	42	42				13	80
opus	high	878	True	28	28				6	44
opus	high	879	True	9	9				16	87
opus	high	880	True	24	24				21	106
opus	high	881	True	10	10				8	33
opus	high	882	True	48	48				11	75
opus	high	883	True	38	38				21	121
opus	high	884	True	23	23				13	79
opus	high	885	True	54	54				12	77
opus	high	886	True	8	8				25	102
opus	high	887	False	33	33		Brawl		27	164
opus	high	888	True	15	15				14	102
opus	high	889	True	38	38				37	196
opus	high	890	True	28	28				34	225
opus	high	891	False	27	13	眠りへの拘束|回転する交转子|巻き締めの巧技|ニクスの祭殿、ニcredibleソス|厳格な放逐者|全知全能|ミステリーの掌握者、ジェイス|第二の日の出への接近|紅蓮術士の消耗|第二の日の出への接近	Granted|Lotus Field		3	123
opus	high	892	True	27	27				6	43
opus	high	893	True	28	28				19	139
opus	high	894	True	43	43				22	133
opus	high	895	True	9	9				8	31
opus	high	896	True	29	29				11	58
opus	high	897	True	39	39				12	96
opus	high	898	True	26	26				17	94
opus	high	899	True	32	32				6	43
opus	high	900	True	9	9				17	85
