sonnet	medium	1	True	16	16				17	45
sonnet	medium	2	False	10	8	アミュレット・オブ・ヴィガー|アミュレット・オブ・ヴィガー			11	28
sonnet	medium	3	False	12	7	否認の力|スティフル|炎の中傷|呪文流出|フラスターストーム			9	31
sonnet	medium	4	True	21	21				4	15
sonnet	medium	5	True	5	5				10	23
sonnet	medium	6	True	16	16				3	14
sonnet	medium	7	False	13	12	教議会~			16	27
sonnet	medium	8	True	1	1				3	14
sonnet	medium	9	False	21	18	Scapeshift|Scapeshift|Scapeshift			28	64
sonnet	medium	10	True	3	3				11	25
sonnet	xhigh	1	False	24	22	大鷲原の都、大和原|永遠の巨木、蘇生する母			13	83
sonnet	xhigh	2	False	10	8	絶え間ない渇望|アミュレット・オブ・ヴィガー			10	33
sonnet	xhigh	3	True	9	9				18	53
sonnet	xhigh	4	True	21	21				4	17
sonnet	xhigh	5	True	5	5				10	30
sonnet	xhigh	6	True	15	15				3	28
sonnet	xhigh	7	True	13	13				17	42
sonnet	xhigh	8	True	1	1				4	21
sonnet	xhigh	9	False	21	21		Primeval Titan|Scapeshift	原始のタイタン	9	101
sonnet	xhigh	10	False	5	3	ヨシマル、常なる忠義|クラウド、ミッドガーの傭兵			14	36
opus	low	1	True	24	24				6	35
opus	low	2	True	13	13				6	24
opus	low	3	True	13	13				7	29
opus	low	4	True	26	26				5	21
opus	low	5	True	8	8				7	32
opus	low	6	True	22	22				5	20
opus	low	7	True	12	12				14	48
opus	low	8	True	1	1				8	26
opus	low	9	True	9	9				5	17
opus	low	10	True	6	6				8	23
