opus	xhigh	1001	True	35	35				13	116
opus	xhigh	1002	True	38	38				15	120
opus	xhigh	1003	True	57	57				14	171
opus	xhigh	1004	True	47	47				14	113
opus	xhigh	1005	True	31	31				23	227
opus	xhigh	1006	True	17	17				17	100
opus	xhigh	1007	True	12	12				9	64
opus	xhigh	1008	True	39	39				10	87
opus	xhigh	1009	True	35	35				15	130
opus	xhigh	1010	True	39	39				18	130
opus	xhigh	1011	True	44	44				13	121
opus	xhigh	1012	True	1	1				14	65
opus	xhigh	1013	True	35	35				19	165
opus	xhigh	1014	True	15	15				11	82
opus	xhigh	1015	True	29	29				18	129
opus	xhigh	1016	True	40	40				13	101
opus	xhigh	1017	True	25	25				7	42
opus	xhigh	1018	True	42	42				13	108
opus	xhigh	1019	True	8	8				17	80
opus	xhigh	1020	True	25	25				19	130
opus	xhigh	1021	True	17	17				8	44
opus	xhigh	1022	True	27	27				18	101
opus	xhigh	1023	True	47	47				12	93
opus	xhigh	1024	True	21	21				16	127
opus	xhigh	1025	True	30	30				7	63
opus	xhigh	1026	True	16	16				18	87
opus	xhigh	1027	True	38	38				21	165
opus	xhigh	1028	True	10	10				9	48
opus	xhigh	1029	True	27	27				15	87
opus	xhigh	1030	True	39	39				19	142
opus	xhigh	1031	True	35	35				21	138
opus	xhigh	1032	True	64	64				13	146
opus	xhigh	1033	True	15	15				18	142
opus	xhigh	1034	True	32	32				17	121
opus	xhigh	1035	True	13	13				7	43
opus	xhigh	1036	True	47	47				13	95
opus	xhigh	1037	True	34	34				13	109
opus	xhigh	1038	True	36	36				13	104
opus	xhigh	1039	True	31	31				12	86
opus	xhigh	1040	True	16	16				25	123
opus	xhigh	1041	True	26	26				29	143
opus	xhigh	1042	True	8	8				8	38
opus	xhigh	1043	True	45	45				19	139
opus	xhigh	1044	True	49	49				17	134
opus	xhigh	1045	True	47	47				12	165
opus	xhigh	1046	True	39	39				11	96
opus	xhigh	1047	True	23	23				20	127
opus	xhigh	1048	True	27	27				23	124
opus	xhigh	1049	True	11	11				9	41
opus	xhigh	1050	True	35	35				12	76
opus	xhigh	1051	True	53	53				19	173
opus	xhigh	1052	True	43	43				16	122
opus	xhigh	1053	True	12	12				20	91
opus	xhigh	1054	True	25	25				26	134
opus	xhigh	1055	True	37	37				14	108
opus	xhigh	1056	True	26	26				13	89
opus	xhigh	1057	True	24	24				5	46
opus	xhigh	1058	True	11	11				21	141
opus	xhigh	1059	True	35	35				27	162
opus	xhigh	1060	True	15	15				16	88
opus	xhigh	1061	True	47	47				13	97
opus	xhigh	1062	True	36	36				6	50
opus	xhigh	1063	True	38	38				10	83
opus	xhigh	1064	True	26	26				25	154
opus	xhigh	1065	True	25	25				13	105
opus	xhigh	1066	True	47	47				14	122
opus	xhigh	1067	True	41	41				15	153
opus	xhigh	1068	True	3	3				19	92
opus	xhigh	1069	True	25	25				23	149
opus	xhigh	1070	True	34	34				14	96
opus	xhigh	1071	True	59	59				13	109
opus	xhigh	1072	True	49	49				14	184
opus	xhigh	1073	True	13	13				14	94
opus	xhigh	1074	True	17	17				19	99
opus	xhigh	1075	True	37	37				19	170
opus	xhigh	1076	True	30	30				15	114
opus	xhigh	1077	True	37	37				14	135
opus	xhigh	1078	True	12	12				22	127
opus	xhigh	1079	True	17	17				30	163
opus	xhigh	1080	True	42	42				17	152
opus	xhigh	1081	True	48	48				16	120
opus	xhigh	1082	True	37	37				11	72
opus	xhigh	1083	True	12	12				14	79
opus	xhigh	1084	True	27	27				20	159
opus	xhigh	1085	True	43	43				17	119
opus	xhigh	1086	True	51	51				21	197
opus	xhigh	1087	True	69	69				19	175
opus	xhigh	1088	True	17	17				16	79
opus	xhigh	1089	True	33	33				19	119
opus	xhigh	1090	True	34	34				14	94
opus	xhigh	1091	True	40	40				15	123
opus	xhigh	1092	True	33	33				9	83
opus	xhigh	1093	True	17	17				28	226
opus	xhigh	1094	True	28	28				25	184
opus	xhigh	1095	True	40	40				10	81
opus	xhigh	1096	True	77	77				17	176
opus	xhigh	1097	True	65	65				15	147
opus	xhigh	1098	True	12	12				18	77
opus	xhigh	1099	True	18	18				17	94
opus	xhigh	1100	True	50	50				10	81
