opus	low	301	False	2	1	磨かれたたぬき彫刻			5	19
opus	low	302	True	15	15				12	50
opus	low	303	True	12	12				8	35
opus	low	304	True	8	8				11	35
opus	low	305	True	24	24				18	85
opus	low	306	True	20	20				6	29
opus	low	307	False	28	28			ラノワールのエルフ	11	46
opus	low	308	False	21	21			血の長の刃	5	20
opus	low	309	True	25	25				4	19
opus	low	310	True	1	1				12	48
opus	low	311	False	12	12		Balustrade Spy		10	34
opus	low	312	True	11	11				8	29
opus	low	313	True	9	9				12	41
opus	low	314	True	20	20				13	52
opus	low	315	True	16	16				4	20
opus	low	316	True	24	24				8	37
opus	low	317	True	28	28				7	38
opus	low	318	False	21	20				4	21
opus	low	319	True	10	10				12	56
opus	low	320	False	24	24			ニヴ＝ミゼット再誕	12	62
opus	low	321	True	9	9				9	36
opus	low	322	True	7	7				7	23
opus	low	323	True	28	28				14	60
opus	low	324	True	22	22				4	18
opus	low	325	True	23	23				5	26
opus	low	326	False	21	21			召喚士の契約	5	25
opus	low	327	True	23	23				5	22
opus	low	328	True	1	1				5	17
opus	low	329	True	16	16				9	44
opus	low	330	True	8	8				7	22
opus	low	331	True	8	8				10	35
opus	low	332	True	15	15				12	51
opus	low	333	True	20	20				6	30
opus	low	334	True	33	33				10	45
opus	low	335	True	23	23				6	30
opus	low	336	True	25	25				5	23
opus	low	337	True	1	1				4	11
opus	low	338	True	8	8				15	59
opus	low	339	True	8	8				6	22
opus	low	340	True	9	9				8	26
opus	low	341	True	18	18				13	52
opus	low	342	True	17	17				5	25
opus	low	343	True	25	25				8	45
opus	low	344	True	18	18				5	24
opus	low	345	True	22	22				5	19
opus	low	346	True	11	11				13	41
opus	low	347	False	9	8				10	40
opus	low	348	True	8	8				9	30
opus	low	349	True	9	9				10	33
opus	low	350	True	20	20				12	48
opus	low	351	True	17	17				6	27
opus	low	352	True	30	30				9	45
opus	low	353	False	23	23			イチョリッド|ルートワラ|虚ろな者	4	18
opus	low	354	False	22	22		Wheel of Fortune		3	17
opus	low	355	True	7	7				13	39
opus	low	356	True	11	11				12	44
opus	low	357	True	9	9				8	31
opus	low	358	True	7	7				9	27
opus	low	359	True	20	20				13	52
opus	low	360	True	19	19				5	23
opus	low	361	True	32	32				9	48
opus	low	362	True	23	23				16	50
opus	low	363	True	21	21				3	18
opus	low	364	True	1	1				12	32
opus	low	365	False	14	14			リサイクル	12	49
opus	low	366	True	6	6				8	28
opus	low	367	True	10	10				8	27
opus	low	368	True	17	17				12	48
opus	low	369	True	25	25				6	28
opus	low	370	True	26	26				7	39
opus	low	371	True	18	18				6	23
opus	low	372	True	22	22				6	33
opus	low	373	True	2	2				5	18
opus	low	374	True	10	10				13	42
opus	low	375	True	10	10				10	41
opus	low	376	True	6	6				8	40
opus	low	377	True	19	19				14	56
opus	low	378	True	18	18				4	20
opus	low	379	False	29	29		Black Lotus|Force of Will		7	33
opus	low	380	True	16	16				6	26
opus	low	381	False	20	19				5	22
opus	low	382	True	1	1				7	21
opus	low	383	False	16	16		Dredge		14	44
opus	low	384	True	5	5				7	25
opus	low	385	True	8	8				7	25
opus	low	386	False	17	17			ジェトミアの庭	11	45
opus	low	387	True	21	21				6	28
opus	low	388	True	28	28				10	52
opus	low	389	True	23	23				4	20
opus	low	390	True	21	21				5	21
opus	low	391	True	3	3				12	35
opus	low	392	True	11	11				11	47
opus	low	393	True	9	9				8	23
opus	low	394	True	9	9				10	34
opus	low	395	True	22	22				6	27
opus	low	396	True	22	22				9	49
opus	low	397	True	17	17				6	26
opus	low	398	True	24	24				6	26
opus	low	399	True	1	1				5	17
opus	low	400	True	3	3				10	33
