opus	low	201	True	21	21				6	25
opus	low	202	True	24	24				9	38
opus	low	203	True	28	28				10	38
opus	low	204	True	26	26				6	28
opus	low	205	True	11	11				10	38
opus	low	206	True	17	17				11	40
opus	low	207	True	11	11				8	26
opus	low	208	True	7	7				8	27
opus	low	209	True	22	22				14	48
opus	low	210	True	21	21				6	27
opus	low	211	True	20	20				5	23
opus	low	212	False	31	30		Doomsday		4	19
opus	low	213	True	17	17				6	23
opus	low	214	True	27	27				5	29
opus	low	215	True	11	11				18	62
opus	low	216	True	7	7				11	46
opus	low	217	True	8	8				11	31
opus	low	218	True	6	6				8	34
opus	low	219	True	13	13				8	32
opus	low	220	True	23	23				7	28
opus	low	221	True	33	33				5	29
opus	low	222	True	31	31				9	43
opus	low	223	True	19	19				6	27
opus	low	224	True	23	23				6	25
opus	low	225	True	1	1				6	17
opus	low	226	False	12	11	フェルドン			10	35
opus	low	227	True	8	8				8	27
opus	low	228	True	7	7				10	42
opus	low	229	True	18	18				13	56
opus	low	230	True	32	32				9	41
opus	low	231	True	17	17				5	24
opus	low	232	True	28	28				10	49
opus	low	233	True	25	25				6	33
opus	low	234	True	22	22				4	18
opus	low	235	True	7	7				14	40
opus	low	236	True	11	11				10	38
opus	low	237	True	9	9				10	38
opus	low	238	True	6	6				10	36
opus	low	239	True	18	18				11	40
opus	low	240	True	21	21				7	30
opus	low	241	True	18	18				5	21
opus	low	242	True	30	30				9	37
opus	low	243	True	19	19				6	26
opus	low	244	True	22	22				5	24
opus	low	245	True	4	4				12	63
opus	low	246	True	21	21				12	38
opus	low	247	True	10	10				12	46
opus	low	248	False	0	0				6	24
opus	low	249	True	24	24				13	43
opus	low	250	True	21	21				6	28
opus	low	251	True	20	20				6	28
opus	low	252	True	38	38				10	58
opus	low	253	True	22	22				6	21
opus	low	254	True	28	28				6	24
opus	low	255	False	4	3	嘘の神、嘘の神…		ニヴ＝ミゼット再誕|星界の騙し屋、ティボルト	11	44
opus	low	256	True	20	20				8	29
opus	low	257	True	9	9				9	28
opus	low	258	True	8	8				10	31
opus	low	261	True	16	16				5	18
