opus	low	501	True	21	21				6	31
opus	low	502	True	14	14				20	76
opus	low	503	True	18	18				11	48
opus	low	504	True	6	6				9	36
opus	low	505	True	22	22				14	82
opus	low	506	True	22	22				5	25
opus	low	507	True	31	31				8	56
opus	low	508	True	15	15				6	28
opus	low	509	True	30	30				5	28
opus	low	510	True	1	1				4	12
opus	low	511	False	16	13		Coveted Jewel		10	41
opus	low	512	True	8	8				11	38
opus	low	513	True	29	29				15	90
opus	low	514	True	28	28				10	43
opus	low	515	True	25	25				9	46
opus	low	516	True	16	16				6	26
opus	low	517	True	19	19				6	30
opus	low	518	True	6	6				5	24
opus	low	519	True	16	16				12	63
opus	low	520	True	9	9				11	47
opus	low	521	True	25	25				18	73
opus	low	522	True	25	25				10	42
opus	low	523	True	24	24				9	47
opus	low	524	True	28	28				8	50
opus	low	525	True	24	24				5	29
opus	low	526	True	1	1				6	17
opus	low	527	True	16	16				12	53
opus	low	528	True	9	9				9	32
opus	low	529	True	20	20				11	52
opus	low	530	True	19	19				7	29
opus	low	531	True	26	26				9	45
opus	low	532	True	17	17				6	29
opus	low	533	False	23	23			ヴォリンクレックス	5	26
opus	low	534	False	1	1			ヴィジョン	5	24
opus	low	535	True	15	15				11	56
opus	low	536	True	5	5				7	27
opus	low	537	True	21	21				11	45
opus	low	538	True	32	32				11	46
opus	low	539	True	27	27				9	52
opus	low	540	True	34	34				9	48
opus	low	541	True	21	21				6	24
opus	low	542	True	2	2				6	19
opus	low	543	True	30	30				14	58
opus	low	544	True	9	9				7	25
opus	low	545	True	18	18				13	52
opus	low	546	True	13	13				5	22
opus	low	547	True	29	29				11	48
opus	low	548	False	30	30			三なる宝球	9	40
opus	low	549	True	28	28				6	26
opus	low	550	True	14	14				11	54
opus	low	551	True	24	24				11	54
opus	low	552	True	7	7				7	24
opus	low	553	True	21	21				16	64
opus	low	554	True	23	23				8	39
opus	low	555	True	30	30				7	38
opus	low	556	True	20	20				6	26
opus	low	557	True	23	23				5	23
opus	low	558	True	1	1				6	32
opus	low	559	True	20	20				12	63
opus	low	560	True	7	7				11	39
opus	low	561	True	22	22				13	46
opus	low	562	True	21	21				6	35
opus	low	563	True	28	28				10	49
opus	low	564	True	25	25				14	69
opus	low	565	True	21	21				6	28
opus	low	566	True	1	1				6	18
opus	low	567	True	9	9				10	46
opus	low	568	True	7	7				9	34
opus	low	569	True	25	25				11	51
opus	low	570	True	21	21				6	30
opus	low	571	False	29	29			一斉突撃	11	58
opus	low	572	True	17	17				6	26
opus	low	573	True	22	22				5	26
opus	low	574	True	1	1				6	26
opus	low	575	True	22	22				11	51
opus	low	576	True	10	10				7	22
opus	low	577	True	32	32				9	57
opus	low	578	True	23	23				11	47
opus	low	579	True	29	29				10	43
opus	low	580	True	11	11				7	27
opus	low	581	True	22	22				6	26
opus	low	582	True	2	2				5	22
opus	low	583	True	12	12				10	42
opus	low	584	True	9	9				10	36
opus	low	585	True	22	22				16	71
opus	low	586	True	21	21				6	30
opus	low	587	True	27	27				8	43
opus	low	588	True	26	26				6	31
opus	low	589	True	21	21				6	28
opus	low	590	True	1	1				12	29
opus	low	591	True	21	21				10	43
opus	low	592	True	6	6				7	23
opus	low	593	True	25	25				16	79
opus	low	594	True	17	17				6	28
opus	low	595	True	26	26				13	74
opus	low	596	True	25	25				9	44
opus	low	597	True	23	23				5	24
opus	low	598	True	1	1				8	21
opus	low	599	True	7	7				10	33
opus	low	600	True	10	10				8	25
