opus	low	601	True	22	22				14	44
opus	low	602	True	17	17				6	28
opus	low	603	True	33	33				9	48
opus	low	604	True	23	23				6	25
opus	low	605	True	25	25				7	31
opus	low	606	True	19	19				16	82
opus	low	607	True	17	17				8	43
opus	low	608	True	7	7				10	32
opus	low	609	True	23	23				6	33
opus	low	610	True	27	27				13	72
opus	low	611	True	23	23				6	26
opus	low	612	True	23	23				5	25
opus	low	613	True	1	1				6	17
opus	low	614	True	7	7				14	54
opus	low	615	True	8	8				11	36
opus	low	616	True	22	22				6	26
opus	low	617	True	30	30				10	60
opus	low	618	True	27	27				6	28
opus	low	619	True	28	28				6	27
opus	low	620	True	8	8				14	56
opus	low	621	True	26	26				13	60
opus	low	622	True	8	8				9	31
opus	low	623	True	30	30				10	50
opus	low	624	True	31	31				13	55
opus	low	625	True	17	17				6	25
opus	low	626	True	21	21				5	28
opus	low	627	True	1	1				14	44
opus	low	628	True	12	12				14	52
opus	low	629	True	9	9				7	25
opus	low	630	True	20	20				6	26
opus	low	631	True	27	27				12	77
opus	low	632	True	17	17				11	40
opus	low	633	True	24	24				6	29
opus	low	634	True	1	1				6	19
opus	low	635	False	15	15		Coveted Jewel		10	40
opus	low	636	True	7	7				7	25
opus	low	637	False	19	19		Wild Idea		6	26
opus	low	638	True	20	20				8	36
opus	low	639	True	23	23				6	31
opus	low	640	True	22	22				5	22
opus	low	641	True	1	1				6	19
opus	low	642	False	22	22			時間稼ぎ	12	57
opus	low	643	True	8	8				7	28
opus	low	644	False	27	26				5	34
opus	low	645	True	26	26				10	42
opus	low	646	True	16	16				14	47
opus	low	647	True	21	21				6	30
opus	low	648	True	7	7				9	44
opus	low	649	True	10	10				13	43
opus	low	650	True	7	7				8	25
opus	low	651	True	29	29				9	43
opus	low	652	True	30	30				10	46
opus	low	653	True	26	26				6	26
opus	low	654	True	21	21				5	27
opus	low	655	True	1	1				8	26
opus	low	656	True	10	10				11	54
opus	low	657	True	10	10				7	21
opus	low	658	True	11	11				5	21
opus	low	659	True	30	30				10	61
opus	low	660	True	23	23				6	32
opus	low	661	True	23	23				6	26
opus	low	662	True	14	14				12	57
opus	low	663	True	23	23				11	47
opus	low	664	True	9	9				7	26
opus	low	665	True	12	12				6	26
opus	low	666	True	34	34				11	63
opus	low	667	True	31	31				7	32
opus	low	668	True	21	21				6	26
opus	low	669	True	1	1				5	16
opus	low	670	True	5	5				10	35
opus	low	671	True	9	9				10	37
opus	low	672	True	17	17				6	24
opus	low	673	True	36	36				10	49
opus	low	674	True	24	24				6	35
opus	low	675	True	22	22				5	25
opus	low	676	True	1	1				11	33
opus	low	677	True	10	10				10	41
opus	low	678	True	8	8				8	29
opus	low	679	True	18	18				8	41
opus	low	680	True	36	36				8	53
opus	low	681	True	31	31				6	41
opus	low	682	True	21	21				6	31
opus	low	683	True	1	1				10	41
opus	low	684	False	13	12				10	41
opus	low	685	True	10	10				9	32
opus	low	686	True	22	22				7	32
opus	low	687	True	32	32				12	54
opus	low	688	True	23	23				10	45
opus	low	689	True	23	23				7	30
opus	low	690	True	5	5				5	17
opus	low	691	True	31	31				9	58
opus	low	692	True	7	7				10	33
opus	low	693	True	24	24				6	30
opus	low	694	True	18	18				9	41
opus	low	695	True	20	20				6	25
opus	low	696	True	33	33				7	38
opus	low	697	False	2	2		Blink		14	51
opus	low	698	True	12	12				13	54
opus	low	699	True	8	8				11	33
opus	low	700	False	30	30			異界の進化	9	53
