sonnet	medium	701	True	20	20				14	58
sonnet	medium	702	True	19	19				6	28
sonnet	medium	703	True	22	22				4	17
sonnet	medium	704	True	1	1				4	9
sonnet	medium	705	True	1	1				11	31
sonnet	medium	706	True	4	4				9	29
sonnet	medium	707	True	11	11				5	19
sonnet	medium	708	True	21	21				11	40
sonnet	medium	709	True	19	19				4	20
sonnet	medium	710	True	22	22				4	15
sonnet	medium	711	True	1	1				3	8
sonnet	medium	712	True	4	4				10	36
sonnet	medium	713	True	5	5				10	31
sonnet	medium	714	True	16	16				11	39
sonnet	medium	715	True	19	19				8	30
sonnet	medium	716	True	15	15				7	26
sonnet	medium	717	True	18	18				8	30
sonnet	medium	718	True	1	1				4	10
sonnet	medium	719	True	11	11				17	61
sonnet	medium	720	True	6	6				14	46
sonnet	medium	721	True	19	19				7	30
sonnet	medium	722	True	29	29				12	41
sonnet	medium	723	True	9	9				6	22
sonnet	medium	724	True	16	16				7	28
sonnet	medium	725	True	1	1				3	8
sonnet	medium	726	True	14	14				15	44
sonnet	medium	727	True	6	6				11	31
sonnet	medium	728	True	19	19				13	46
sonnet	medium	729	True	24	24				12	54
sonnet	medium	730	True	12	12				6	28
sonnet	medium	731	True	18	18				4	16
sonnet	medium	732	True	1	1				3	9
sonnet	medium	733	False	2	2		Aragorn, King of Gondor		14	40
sonnet	medium	734	True	8	8				7	19
sonnet	medium	735	True	19	19				9	29
sonnet	medium	736	False	17	17		Mana Crypt|Mana Vault|Sol Ring		6	38
sonnet	medium	737	True	20	20				5	26
sonnet	medium	738	True	15	15				8	44
sonnet	medium	739	True	1	1				7	32
sonnet	medium	740	True	6	6				11	29
sonnet	medium	741	True	7	7				13	31
sonnet	medium	742	True	11	11				4	22
sonnet	medium	743	True	22	22				5	25
sonnet	medium	744	False	15	15			不毛の大地|意志の力|渦まく知識|濁浪の執政|目くらまし	13	59
sonnet	medium	745	True	19	19				5	20
sonnet	medium	746	True	4	4				5	17
sonnet	medium	747	True	25	25				18	70
sonnet	medium	748	True	8	8				6	27
sonnet	medium	749	True	11	11				12	58
sonnet	medium	750	True	8	8				5	20
sonnet	medium	751	True	11	11				6	23
sonnet	medium	752	True	16	16				6	25
sonnet	medium	753	True	1	1				21	51
sonnet	medium	754	True	15	15				12	66
sonnet	medium	755	True	3	3				9	28
sonnet	medium	756	True	8	8				20	45
sonnet	medium	757	True	22	22				8	52
sonnet	medium	758	True	19	19				6	21
sonnet	medium	759	True	21	21				6	27
sonnet	medium	760	True	1	1				7	17
sonnet	medium	761	False	3	3		Lotus Field		9	29
sonnet	medium	762	True	6	6				9	40
sonnet	medium	763	True	16	16				4	16
sonnet	medium	764	True	17	17				6	29
sonnet	medium	765	True	12	12				4	17
sonnet	medium	766	True	15	15				6	24
sonnet	medium	767	True	1	1				3	10
sonnet	medium	768	True	15	15				17	61
sonnet	medium	769	True	6	6				10	33
sonnet	medium	770	True	11	11				5	19
sonnet	medium	771	True	30	30				8	38
sonnet	medium	772	True	11	11				5	22
sonnet	medium	773	True	22	22				13	57
sonnet	medium	774	True	1	1				4	10
sonnet	medium	775	True	10	10				8	27
sonnet	medium	776	True	9	9				14	50
sonnet	medium	777	True	11	11				6	22
sonnet	medium	778	True	23	23				10	36
sonnet	medium	779	True	20	20				4	18
sonnet	medium	780	True	16	16				6	19
sonnet	medium	781	True	1	1				3	8
sonnet	medium	782	True	1	1				10	26
sonnet	medium	783	True	5	5				8	31
sonnet	medium	784	True	19	19				15	56
sonnet	medium	785	True	24	24				14	53
sonnet	medium	786	True	16	16				5	23
sonnet	medium	787	True	17	17				4	16
sonnet	medium	788	True	1	1				3	10
sonnet	medium	789	True	2	2				8	33
sonnet	medium	790	True	5	5				9	35
sonnet	medium	791	False	16	16			ひよっこ捜査員|スレイベンの検査官|金切るときの声	4	16
sonnet	medium	792	True	30	30				8	53
sonnet	medium	793	True	14	14				12	45
sonnet	medium	794	True	19	19				7	30
sonnet	medium	795	True	1	1				5	12
sonnet	medium	796	False	10	10		Brawl		9	28
sonnet	medium	797	True	9	9				9	31
